fuelType,rating,renterTripsTaken,reviewCount,location.city,location.country,location.latitude,location.longitude,location.state,owner.id,rate.daily,vehicle.make,vehicle.model,vehicle.type,vehicle.year
GASOLINE,4.81,51,43,Austin,US,30.306372,-97.70851,TX,8421016,37,Hyundai,Elantra,car,2015
HYBRID,4.99,107,90,Austin,US,30.306573,-97.709083,TX,4353395,35,Toyota,Prius,car,2010
HYBRID,4.91,89,75,Austin,US,30.305641,-97.708108,TX,4353395,35,Toyota,Prius,car,2010
HYBRID,4.86,109,91,Austin,US,30.30624,-97.707401,TX,4353395,35,Lexus,HS 250h,car,2011
GASOLINE,,3,0,Austin,US,30.284818,-97.705753,TX,14404790,35,FIAT,500,car,2012
GASOLINE,5,4,3,Austin,US,30.184719,-97.802598,TX,7095382,24,Kia,Rio,car,2009
HYBRID,4.9,61,49,Austin,US,30.305719,-97.708528,TX,4353395,31,Toyota,Prius,car,2010
GASOLINE,4.63,54,48,Del Valle,US,30.217927,-97.66203,TX,11279587,32,Honda,Accord,car,2011
HYBRID,4.95,120,100,Austin,US,30.285239,-97.706193,TX,4353395,41,Lexus,CT 200h,car,2012
GASOLINE,4.95,20,20,Del Valle,US,30.219193,-97.662154,TX,11279587,58,BMW,5 Series,car,2016
GASOLINE,5,14,11,Austin,US,30.306388,-97.709561,TX,914019,42,BMW,3 Series,car,2011
GASOLINE,4.92,59,49,Austin,US,30.307395,-97.707145,TX,914019,43,Mercedes-Benz,C-Class,car,2009
GASOLINE,4.92,30,24,Austin,US,30.286173,-97.706689,TX,5343023,34,FIAT,500,car,2013
GASOLINE,4.8,25,20,Austin,US,30.307723,-97.708747,TX,8421016,49,BMW,3 Series,car,2016
GASOLINE,4.98,58,50,Austin,US,30.217598,-97.686914,TX,8793776,59,Mercedes-Benz,CLA-Class,car,2015
HYBRID,,0,0,Austin,US,30.285424,-97.705955,TX,4353395,38,Lexus,CT 200h,car,2012
GASOLINE,5,30,25,Austin,US,30.306435,-97.706873,TX,914019,43,BMW,X1,suv,2013
GASOLINE,5,44,39,Austin,US,30.306629,-97.709578,TX,914019,43,BMW,3 Series,car,2009
GASOLINE,4.95,22,22,Austin,US,30.248615,-97.733612,TX,14602921,58,Mercedes-Benz,CLA-Class,car,2017
GASOLINE,5,3,3,Austin,US,30.285107,-97.705221,TX,10089647,37,Hyundai,Elantra GT,car,2017
GASOLINE,4.92,29,26,Austin,US,30.285073,-97.705661,TX,8421016,35,Hyundai,Sonata,car,2019
HYBRID,3.86,10,7,Del Valle,US,30.218076,-97.662069,TX,11279587,31,Toyota,Prius c,car,2012
GASOLINE,4.95,49,39,Manor,US,30.36918,-97.620406,TX,9046223,99,Alfa-romeo,Giulia,car,2019
GASOLINE,5,27,23,Austin,US,30.300782,-97.712261,TX,9463179,89,GMC,Sierra 1500,truck,2016
GASOLINE,5,5,4,Manor,US,30.342937,-97.526437,TX,13858730,60,Chevrolet,Camaro,car,2018
ELECTRIC,5,21,18,Cedar Park,US,30.471685,-97.825615,TX,1351290,175,Tesla,Model X,suv,2017
GASOLINE,5,23,20,Austin,US,30.307486,-97.70936,TX,914019,32,Toyota,Yaris,car,2008
GASOLINE,5,10,10,Austin,US,30.175005,-97.785674,TX,7376797,107,BMW,5 Series,car,2018
GASOLINE,5,26,21,Austin,US,30.189194,-97.888778,TX,10147412,105,Porsche,Boxster,car,2014
GASOLINE,4.87,58,46,Manor,US,30.369252,-97.620195,TX,9046223,80,Mercedes-Benz,CLA-Class,car,2018
GASOLINE,4.91,108,96,Austin,US,30.27461,-97.751945,TX,8755908,69,Mercedes-benz,GLC-Class,suv,2019
GASOLINE,4.89,25,18,Austin,US,30.286542,-97.706306,TX,988215,39,Chevrolet,Trax,suv,2018
GASOLINE,5,22,17,Austin,US,30.440669,-97.700369,TX,4471592,91,Chevrolet,Corvette,car,2007
GASOLINE,5,22,20,Austin,US,30.174308,-97.852839,TX,7649574,55,BMW,4 Series,car,2018
GASOLINE,5,2,2,Austin,US,30.239613,-97.720512,TX,2130021,70,Mercedes-Benz,C-Class,car,2016
GASOLINE,5,7,6,Round Rock,US,30.554584,-97.762388,TX,5880880,56,Land Rover,Range Rover Evoque,suv,2015
GASOLINE,4.85,42,39,Austin,US,30.228099,-97.721796,TX,6510847,31,Nissan,Sentra,car,2017
GASOLINE,5,11,7,Austin,US,30.273903,-97.723299,TX,5793069,126,Ford,Mustang,car,2016
GASOLINE,4.93,64,56,Manor,US,30.369321,-97.620106,TX,9046223,80,Mercedes-Benz,CLA-Class,car,2017
ELECTRIC,4.96,29,28,Leander,US,30.56407,-97.81567,TX,10817313,121,Tesla,Model 3,car,2020
ELECTRIC,5,1,1,Round Rock,US,30.509571,-97.651045,TX,11986021,70,Tesla,Model 3,car,2020
GASOLINE,5,21,18,Austin,US,30.316023,-97.712861,TX,9113625,35,Ford,Mustang,car,2014
GASOLINE,5,1,1,Austin,US,30.286347,-97.720374,TX,15054209,135,Mercedes-Benz,SL-Class,car,2017
GASOLINE,5,15,14,Austin,US,30.420479,-97.739445,TX,7107554,75,Audi,S5,car,2015
ELECTRIC,4.83,14,12,Lakeway,US,30.368803,-97.999417,TX,3037579,199,Tesla,Model S,car,2018
HYBRID,4.79,52,43,Austin,US,30.172393,-97.695236,TX,2693957,31,Toyota,Prius,car,2008
GASOLINE,,0,0,Austin,US,30.419931,-97.738037,TX,7107554,175,BMW,M4,car,2016
GASOLINE,5,1,1,Austin,US,30.170285,-97.854177,TX,1849874,59,Volkswagen,Atlas Cross Sport,suv,2020
GASOLINE,4.95,104,88,Austin,US,30.249632,-97.855855,TX,4022601,129,Chevrolet,Corvette,car,2019
GASOLINE,5,17,17,Leander,US,30.563432,-97.81463,TX,10817313,96,Polaris,Slingshot,car,2019
GASOLINE,5,30,30,Round Rock,US,30.567746,-97.609215,TX,4738959,87,Dodge,Challenger,car,2015
GASOLINE,5,6,5,Round Rock,US,30.522564,-97.655139,TX,268973,60,Ford,Mustang,car,2018
GASOLINE,5,43,30,Austin,US,30.250087,-97.856532,TX,4022601,199,Dodge,Challenger,car,2019
GASOLINE,5,1,1,Austin,US,30.306554,-97.742256,TX,11222799,95,Mercedes-benz,GLC-Class,suv,2019
GASOLINE,4.87,18,15,Austin,US,30.246976,-97.775147,TX,305300,60,Toyota,4Runner,suv,2016
ELECTRIC,4.85,16,13,Round Rock,US,30.519566,-97.741162,TX,1351290,99,Tesla,Model 3,car,2018
ELECTRIC,,0,0,Cedar Park,US,30.471302,-97.825486,TX,1351290,250,Tesla,Model Y,suv,2020
GASOLINE,4.75,14,12,Austin,US,30.169569,-97.959966,TX,4742782,99,Porsche,Cayenne,suv,2014
GASOLINE,5,3,3,Round Rock,US,30.559641,-97.677341,TX,10240102,85,BMW,5 Series,car,2014
GASOLINE,,0,0,Austin,US,30.168224,-97.810317,TX,9921706,66,Mercedes-benz,C-Class,car,2019
GASOLINE,4.99,80,67,Austin,US,30.282214,-97.743103,TX,526216,79,Mercedes-Benz,E-Class,car,2017
GASOLINE,5,57,53,Austin,US,30.281295,-97.742729,TX,526216,149,Chevrolet,Corvette,car,2019
ELECTRIC,5,15,14,Cedar Park,US,30.471511,-97.825598,TX,1351290,84,Tesla,Model 3,car,2019
HYBRID,5,28,26,Austin,US,30.252144,-97.765354,TX,1432343,169,Land Rover,Range Rover Sport,suv,2020
GASOLINE,5,2,2,Austin,US,30.380052,-97.879069,TX,14821685,65,Audi,TTS,car,2010
HYBRID,4.82,83,61,Del Valle,US,30.217841,-97.662414,TX,226203,29,Toyota,Prius,car,2009
GASOLINE,4.66,43,32,Del Valle,US,30.217694,-97.662136,TX,226203,29,Lexus,ES 350,car,2009
GASOLINE,4.97,37,34,Austin,US,30.281102,-97.742697,TX,526216,79,Toyota,Sequoia,suv,2018
GASOLINE,4.7,114,82,Del Valle,US,30.217723,-97.662243,TX,226203,29,Toyota,Camry,car,2010
GASOLINE,4.98,55,49,Cedar Park,US,30.532589,-97.856023,TX,2205924,42,Toyota,Camry,car,2017
GASOLINE,5,5,5,Austin,US,30.285892,-97.7201,TX,15054209,89,BMW,X6,suv,2016
GASOLINE,5,3,3,Austin,US,30.409239,-97.700399,TX,15215074,230,Maserati,Ghibli,car,2019
GASOLINE,4.93,15,14,Cedar Park,US,30.472551,-97.826223,TX,1351290,72,Lincoln,Navigator,suv,2016
GASOLINE,,0,0,Austin,US,30.312354,-97.753531,TX,2907482,79,Acura,MDX,suv,2016
GASOLINE,5,61,50,Austin,US,30.172033,-97.695765,TX,2693957,39,Chevrolet,Equinox,suv,2019
GASOLINE,4.8,46,40,Cedar Park,US,30.531484,-97.856971,TX,2205924,46,Honda,Accord Sedan,car,2019
ELECTRIC,5,3,3,Austin,US,30.181456,-97.771797,TX,2401031,100,Tesla,Model 3,car,2018
GASOLINE,5,1,1,Bastrop,US,30.086958,-97.307824,TX,8907527,62,Honda,Ridgeline,truck,2014
GASOLINE,4.95,111,91,Austin,US,30.186546,-97.744319,TX,3595768,60,Ford,F-150,truck,2014
GASOLINE,4.97,36,34,Cedar Park,US,30.532488,-97.857745,TX,2205924,60,Toyota,Highlander,suv,2019
GASOLINE,5,5,5,Round Rock,US,30.508102,-97.597166,TX,3796227,120,Mercedes-Benz,S-Class,car,2013
ELECTRIC,4.97,38,37,Austin,US,30.195245,-97.811651,TX,4722830,99,Tesla,Model 3,car,2020
ELECTRIC,5,10,6,Round Rock,US,30.491107,-97.633688,TX,1698554,475,Tesla,Model X,suv,2018
GASOLINE,5,10,8,Austin,US,30.347655,-97.857329,TX,11555570,64,BMW,X5,suv,2012
HYBRID,4.48,55,31,Del Valle,US,30.216981,-97.662619,TX,226203,29,Toyota,Prius,car,2009
GASOLINE,4.95,54,44,Austin,US,30.169396,-97.958952,TX,4742782,79,Mercedes-Benz,GL-Class,suv,2012
GASOLINE,,0,0,Cedar Park,US,30.472156,-97.826193,TX,1351290,110,Chevrolet,Suburban,suv,2020
GASOLINE,4.93,36,27,Austin,US,30.229183,-97.721469,TX,6510847,29,FIAT,500,car,2012
GASOLINE,4.93,19,15,Austin,US,30.16941,-97.958171,TX,4742782,99,Mercedes-Benz,Metris,minivan,2018
,5,10,8,Austin,US,30.253362,-97.765146,TX,1432343,110,Jeep,Wrangler Unlimited,suv,2020
GASOLINE,5,2,2,Austin,US,30.465201,-97.793332,TX,13619893,90,Audi,A6,car,2018
GASOLINE,5,28,22,Austin,US,30.17203,-97.695454,TX,2693957,55,Dodge,Challenger,car,2015
GASOLINE,5,30,27,Austin,US,30.260292,-97.901671,TX,1735989,65,Jeep,Wrangler,suv,2013
GASOLINE,4.84,30,25,Austin,US,30.202509,-97.807404,TX,8642074,45,Hyundai,Genesis,car,2013
GASOLINE,5,9,7,Buda,US,30.087434,-97.863212,TX,14324204,43,Lexus,GS 350,car,2013
GASOLINE,5,36,27,Austin,US,30.307788,-97.72113,TX,1323619,75,Ford,Escape,suv,2015
GASOLINE,5,6,4,Liberty Hill,US,30.699419,-97.863688,TX,6123565,31,Mitsubishi,Eclipse Cross,suv,2019
GASOLINE,5,17,17,Leander,US,30.563945,-97.814958,TX,10817313,49,Jeep,Wrangler,suv,2020
GASOLINE,5,20,15,Austin,US,30.24966,-97.85785,TX,4022601,175,Mercedes-benz,C-Class,car,2019
GASOLINE,4.5,10,10,Austin,US,30.210734,-97.667709,TX,9859133,65,Nissan,Rogue,suv,2019
GASOLINE,5,14,14,Waco,US,31.536349,-97.204985,TX,10135745,150,Chevrolet,Suburban,suv,2017
GASOLINE,5,22,15,Cedar Park,US,30.491969,-97.846945,TX,5128958,58,Chevrolet,Suburban,suv,2012
ELECTRIC,,0,0,Austin,US,30.254914,-97.865593,TX,10486401,369,Audi,E-Tron,suv,2019
GASOLINE,5,11,8,Austin,US,30.202829,-97.771173,TX,13078780,55,Infiniti,QX60,suv,2020
GASOLINE,5,4,3,Cedar Park,US,30.471503,-97.825836,TX,1351290,65,Honda,Pilot,suv,2019
GASOLINE,5,16,14,Austin,US,30.13717,-97.794814,TX,10373750,85,GMC,Yukon,suv,2012
GASOLINE,4.98,45,41,Austin,US,30.418945,-97.739133,TX,7107554,39,Audi,A4,car,2016
GASOLINE,5,1,1,Cedar Park,US,30.472093,-97.826111,TX,1351290,65,Honda,Odyssey,minivan,2020
GASOLINE,5,11,10,Dripping Springs,US,30.241177,-98.046087,TX,856042,99,Jeep,Wrangler,suv,2018
GASOLINE,5,43,30,Austin,US,30.287585,-97.767067,TX,1031296,45,Hyundai,Santa Fe,suv,2013
GASOLINE,4.98,52,49,Austin,US,30.24954,-97.856581,TX,4022601,113,Toyota,Supra,car,2020
GASOLINE,5,16,15,Austin,US,30.398521,-97.723894,TX,11067767,90,Cadillac,CTS Coupe,car,2011
GASOLINE,5,9,8,Austin,US,30.200222,-97.742816,TX,3143655,99,Toyota,Tacoma,truck,2018
GASOLINE,5,17,15,Austin,US,30.402777,-97.660493,TX,10323824,65,GMC,Acadia,suv,2015
GASOLINE,5,35,30,Austin,US,30.281849,-97.742374,TX,526216,69,Toyota,Highlander,suv,2019
GASOLINE,5,24,19,Austin,US,30.281003,-97.743406,TX,526216,69,Toyota,Highlander,suv,2019
GASOLINE,5,17,13,Austin,US,30.195673,-97.813254,TX,4722830,84,Jeep,Wrangler,suv,2017
GASOLINE,5,6,5,Austin,US,30.179984,-97.840637,TX,10253567,85,Jeep,Wrangler,suv,2015
GASOLINE,5,3,3,Pflugerville,US,30.472611,-97.558001,TX,4879293,89,Audi,A5,car,2018
GASOLINE,4.75,12,12,Austin,US,30.178161,-97.695345,TX,2885282,88,Jeep,Wrangler,suv,2016
GASOLINE,,0,0,Austin,US,30.420267,-97.856875,TX,2451165,175,Lincoln,Navigator,suv,2015
GASOLINE,5,4,3,Austin,US,30.204229,-97.806249,TX,14436588,90,Chevrolet,Tahoe,suv,2011
GASOLINE,5,1,1,Austin,US,30.417177,-97.711455,TX,11179653,65,Lexus,NX 200t,suv,2015
GASOLINE,,0,0,Austin,US,30.271118,-97.758677,TX,527562,149,Land Rover,Range Rover Sport,suv,2018
GASOLINE,5,2,2,Austin,US,30.190479,-97.792669,TX,2474094,150,BMW,5 Series,car,2012
GASOLINE,4.88,27,24,Austin,US,30.246411,-97.751444,TX,11676918,34,Subaru,Impreza,car,2012
GASOLINE,5,26,22,Austin,US,30.282543,-97.742769,TX,526216,49,Toyota,Camry,car,2020
GASOLINE,4.92,14,13,Austin,US,30.28122,-97.741169,TX,526216,44,Toyota,Camry,car,2017
GASOLINE,5,15,9,Austin,US,30.249553,-97.856495,TX,4022601,65,Infiniti,QX60,suv,2020
GASOLINE,4.8,7,5,Austin,US,30.249388,-97.856408,TX,4022601,42,Honda,Accord Sedan,car,2019
GASOLINE,4.6,10,10,Austin,US,30.202869,-97.77119,TX,13078780,42,Toyota,Camry,car,2020
GASOLINE,4.98,99,85,Austin,US,30.200141,-97.74275,TX,3143655,44,Honda,Civic Sedan,car,2019
HYBRID,5,31,26,Austin,US,30.150364,-97.719832,TX,13184353,62,Lexus,CT 200h,car,2015
GASOLINE,,0,0,Lakeway,US,30.34236,-97.969402,TX,1533794,30,Hyundai,Sonata,car,2020
GASOLINE,5,28,22,Cedar Park,US,30.523382,-97.863155,TX,5128958,32,Toyota,Camry,car,2015
GASOLINE,5,28,24,Lakeway,US,30.369053,-97.998365,TX,3037579,45,MINI,Convertible,car,2018
HYBRID,5,38,28,Austin,US,30.245169,-97.752532,TX,11676918,36,Toyota,Prius,car,2013
GASOLINE,4.97,44,37,Austin,US,30.246203,-97.751169,TX,11676918,31,Subaru,Impreza,car,2009
GASOLINE,,0,0,Austin,US,30.231489,-97.750083,TX,8153568,57,Mazda,Mazda6,car,2019
GASOLINE,,0,0,Austin,US,30.205999,-97.779891,TX,45702,40,Mazda,CX-5,suv,2014
GASOLINE,5,11,11,Austin,US,30.404873,-97.713525,TX,10701860,42,Hyundai,Sonata,car,2015
GASOLINE,5,4,3,Austin,US,30.422903,-97.784639,TX,656440,49,Toyota,Sienna,minivan,2012
GASOLINE,5,27,25,Austin,US,30.247572,-97.775373,TX,1854243,49,MINI,Hardtop 2 Door,car,2017
GASOLINE,5,3,3,Kyle,US,29.989504,-97.859886,TX,4303241,52,Hyundai,Elantra,car,2017
GASOLINE,5,7,4,Austin,US,30.249627,-97.8567,TX,4022601,45,Infiniti,Q50,car,2019
GASOLINE,5,3,2,Austin,US,30.349875,-97.733228,TX,2064076,38,Lexus,RX 350,suv,2014
GASOLINE,5,10,7,Kyle,US,29.990309,-97.858799,TX,4303241,52,Nissan,Sentra,car,2015
GASOLINE,4.84,35,32,Cedar Park,US,30.49195,-97.847827,TX,5128958,30,Honda,HR-V,suv,2019
GASOLINE,5,39,36,Austin,US,30.420111,-97.844791,TX,8693408,33,Honda,Civic,car,2016
GASOLINE,5,2,2,Kyle,US,29.990009,-97.859521,TX,4303241,52,Kia,Rio,car,2019
GASOLINE,5,7,7,Austin,US,30.405372,-97.713717,TX,10701860,36,Nissan,Sentra,car,2018
GASOLINE,5,2,1,Austin,US,30.178514,-97.694673,TX,2885282,31,Nissan,Frontier,truck,2015
GASOLINE,4.71,44,38,Austin,US,30.399357,-97.748054,TX,2064076,35,Ford,F-150,truck,2014
GASOLINE,5,19,15,Austin,US,30.292881,-97.719245,TX,1607310,32,Volvo,S40,car,2011
HYBRID,4.91,12,12,Round Rock,US,30.566959,-97.662537,TX,1821967,35,Kia,Optima Hybrid,car,2018
GASOLINE,4.97,80,73,Austin,US,30.348924,-97.733856,TX,2064076,29,Lexus,ES 330,car,2006
GASOLINE,4.94,66,52,Austin,US,30.422856,-97.78499,TX,656440,30,Toyota,Corolla,car,2018
GASOLINE,5,38,37,Austin,US,30.179241,-97.695907,TX,2885282,37,Toyota,Camry,car,2009
HYBRID,5,1,1,Austin,US,30.348408,-97.734595,TX,2064076,30,Toyota,Prius,car,2015
GASOLINE,4.9,34,29,Austin,US,30.419914,-97.844798,TX,8693408,30,Toyota,Corolla,car,2017
HYBRID,4.96,113,94,Austin,US,30.349486,-97.73431,TX,2064076,27,Toyota,Prius c,car,2012
GASOLINE,4.86,22,21,Austin,US,30.179585,-97.695114,TX,2885282,31,Volkswagen,Jetta,car,2013
HYBRID,5,48,48,Austin,US,30.180342,-97.839816,TX,10253567,29,Toyota,Prius c,car,2015
GASOLINE,4.97,42,39,Austin,US,30.178611,-97.839696,TX,10253567,28,Honda,Civic,car,2014
GASOLINE,4.64,16,14,Austin,US,30.349981,-97.734548,TX,2064076,27,Toyota,Camry,car,2011
GASOLINE,,1,0,Austin,US,30.349692,-97.734379,TX,2064076,28,Toyota,RAV4,suv,2011
GASOLINE,4.79,18,14,Austin,US,30.357025,-97.738954,TX,2064076,26,Toyota,RAV4,suv,2012
GASOLINE,5,11,10,Austin,US,30.179349,-97.840803,TX,10253567,25,Honda,Fit,car,2011
GASOLINE,4.89,59,47,Austin,US,30.350075,-97.735239,TX,2064076,22,Toyota,Corolla,car,2007
GASOLINE,4.78,40,36,Austin,US,30.18031,-97.839644,TX,10253567,24,Honda,Fit,car,2008
GASOLINE,4.92,201,146,Austin,US,30.423899,-97.78437,TX,656440,24,Toyota,Corolla,car,2006
GASOLINE,5,5,5,Arden,US,35.463829,-82.515904,NC,14968053,99,Ford,Mustang,car,2019
ELECTRIC,,1,0,Barnardsville,US,35.756719,-82.427241,NC,14788580,229,Tesla,Model S,car,2014
HYBRID,5,2,2,Asheville,US,35.594666,-82.55156,NC,187736,42,Kia,Niro,suv,2017
GASOLINE,5,9,8,Asheville,US,35.554502,-82.539058,NC,1885413,57,Dodge,Grand Caravan,minivan,2017
GASOLINE,4.96,32,23,Black Mountain,US,35.617781,-82.317852,NC,10027724,68,Jeep,Cherokee,suv,2017
GASOLINE,5,2,2,Arden,US,35.464409,-82.515226,NC,14968053,99,Jeep,Wrangler,suv,2018
GASOLINE,,0,0,Arden,US,35.444503,-82.535821,NC,6442535,80,Ford,Transit Wagon,van,2018
GASOLINE,5,6,4,Whittier,US,35.410798,-83.325849,NC,6607832,229,Polaris,Slingshot,car,2020
GASOLINE,5,2,2,Asheville,US,35.484145,-82.550781,NC,10681742,300,Ford,mustang,car,1968
GASOLINE,5,1,1,Columbus,US,35.253765,-82.210053,NC,13158307,65,Chevrolet,Colorado,truck,2015
GASOLINE,5,1,1,Asheville,US,35.485123,-82.552384,NC,10681742,450,Ford,Shelby AC Cobra,car,1965
,,0,0,Asheville,US,35.614506,-82.648556,NC,3422524,700,Rolls Royce,Silver Shadow,car,1976
GASOLINE,5,47,42,Bristol,US,41.709025,-72.903524,CT,9132914,64,Lexus,RX 350,suv,2010
GASOLINE,4.9,25,21,Windsor,US,41.838655,-72.663271,CT,1424132,152,Chevrolet,Corvette Stingray,car,2014
ELECTRIC,5,21,20,Vernon,US,41.824487,-72.485476,CT,8566114,199,Tesla,Model 3,car,2018
GASOLINE,,0,0,Springfield,US,42.09985,-72.58714,MA,548476,150,Audi,A5,car,2018
GASOLINE,4.92,101,92,Glastonbury,US,41.716968,-72.572893,CT,4722061,69,Mercedes-Benz,E-Class,car,2011
GASOLINE,5,4,4,Vernon,US,41.824804,-72.488751,CT,8566114,99,Toyota,Tundra,truck,2015
HYBRID,4.95,87,82,Glastonbury,US,41.716399,-72.57139,CT,4722061,59,Toyota,Prius v,car,2015
GASOLINE,4.92,64,59,Wallingford,US,41.458095,-72.80772,CT,9995451,90,Jaguar,XE,car,2018
HYBRID,4.98,45,42,Vernon,US,41.824915,-72.483897,CT,8566114,34,Toyota,Prius,car,2010
GASOLINE,5,9,8,Cromwell,US,41.620066,-72.689211,CT,1581963,999,Lamborghini,Gallardo,car,2007
HYBRID,4.97,71,65,Vernon,US,41.827142,-72.485049,CT,8566114,31,Toyota,Prius,car,2010
GASOLINE,5,19,16,Windsor,US,41.838764,-72.663227,CT,1424132,78,Jeep,Wrangler Unlimited,suv,2019
GASOLINE,5,9,8,New Britain,US,41.682342,-72.772482,CT,897554,49,Hyundai,Sonata,car,2017
GASOLINE,5,7,6,Wallingford,US,41.458393,-72.808329,CT,9995451,400,Land Rover,Range Rover,suv,2019
GASOLINE,4.5,4,4,New Britain,US,41.681576,-72.772868,CT,897554,47,Volkswagen,CC,car,2013
GASOLINE,5,4,1,Bristol,US,41.667221,-72.922122,CT,4126893,62,Nissan,Frontier,truck,2017
GASOLINE,5,1,1,East Hartford,US,41.771083,-72.612939,CT,14353368,142,Lexus,RX 350,suv,2017
GASOLINE,4.83,6,6,New Britain,US,41.689327,-72.789604,CT,9980356,127,Mercedes-Benz,C-Class,car,2014
HYBRID,5,5,4,Windsor,US,41.838835,-72.663079,CT,1424132,42,Toyota,Prius,car,2015
GASOLINE,5,4,4,Farmington,US,41.735842,-72.799885,CT,10452226,42,Mitsubishi,Outlander,suv,2020
GASOLINE,5,11,11,North Haven,US,41.382943,-72.882417,CT,8712055,90,Toyota,Sienna,minivan,2017
GASOLINE,5,66,59,Farmington,US,41.731912,-72.790824,CT,10452226,32,Ford,Fiesta,car,2018
GASOLINE,5,3,2,Cromwell,US,41.619969,-72.69011,CT,1581963,99,Toyota,Sienna,minivan,2011
GASOLINE,5,23,16,Windsor,US,41.839168,-72.662798,CT,1424132,36,Honda,Accord,car,2011
GASOLINE,4.91,40,34,Seattle,US,47.620862,-122.320774,WA,2026318,39,Honda,Civic,car,2009
GASOLINE,4.95,27,22,Seattle,US,47.658837,-122.291019,WA,2026318,34,Toyota,Corolla,car,2009
GASOLINE,5,29,25,Seattle,US,47.661827,-122.280632,WA,2026318,39,Hyundai,Accent,car,2019
GASOLINE,4.95,21,19,Seattle,US,47.660728,-122.280633,WA,2026318,39,Hyundai,Accent,car,2019
GASOLINE,4.69,17,13,Issaquah,US,47.553276,-122.076813,WA,9364230,65,Mazda,CX-9,suv,2013
GASOLINE,4.84,31,25,Seattle,US,47.669831,-122.297082,WA,2026318,24,Toyota,Yaris,car,2009
HYBRID,,1,0,Edmonds,US,47.786088,-122.343606,WA,3965077,80,Toyota,Prius,car,2015
GASOLINE,4.65,22,20,Kent,US,47.377536,-122.203713,WA,7001002,45,Ford,Fusion,car,2018
GASOLINE,4.58,25,19,Kent,US,47.366652,-122.16764,WA,7001002,49,Honda,Odyssey,minivan,2007
GASOLINE,4.86,32,28,Kent,US,47.367706,-122.166928,WA,7001002,45,Toyota,Sienna,minivan,2009
GASOLINE,5,17,13,Olympia,US,46.998002,-122.868605,WA,6603880,48,Hyundai,Santa Fe,suv,2014
GASOLINE,4.7,61,54,Redmond,US,47.671865,-122.128354,WA,1716468,34,Volkswagen,Jetta,car,2008
GASOLINE,5,3,3,Kirkland,US,47.698706,-122.188845,WA,6379067,34,Ford,Focus,car,2014
HYBRID,4.65,29,20,Bothell,US,47.801104,-122.184823,WA,7040600,28,Toyota,Prius,car,2010
GASOLINE,5,1,1,Bangor,US,44.8063,-68.823637,ME,10872554,95,BMW,5 Series,car,2012
GASOLINE,5,16,15,Irondale,US,33.547441,-86.68042,AL,6134418,74,BMW,3 Series,car,2016
GASOLINE,4.92,52,49,Irondale,US,33.546859,-86.682149,AL,6134418,41,Chevrolet,Cruze,car,2019
HYBRID,5,5,3,Birmingham,US,33.654985,-86.723972,AL,4282994,55,Ford,C-Max Hybrid,car,2017
GASOLINE,5,5,5,Hoover,US,33.354619,-86.791406,AL,5631310,45,Honda,Civic,car,2015
GASOLINE,5,18,16,Irondale,US,33.54653,-86.68188,AL,6134418,40,Chevrolet,Equinox,suv,2018
GASOLINE,,0,0,Oxford,US,33.612678,-85.793056,AL,4996747,130,Honda,Odyssey,minivan,2019
HYBRID,,0,0,Oxford,US,33.610918,-85.793941,AL,4996747,695,BMW,I8,car,2019
GASOLINE,4.75,6,4,Vestavia Hills,US,33.417817,-86.810919,AL,14585,43,Lexus,RX 350,suv,2008
GASOLINE,5,4,4,Oxford,US,33.612044,-85.792954,AL,4996747,46,Toyota,Corolla,car,2020
GASOLINE,5,7,6,Billings,US,45.8044,-108.538753,MT,14512735,74,Volvo,XC60,suv,2010
GASOLINE,4.92,163,138,Nashville,US,36.144821,-86.66795,TN,7326774,32,Chevrolet,Cruze,car,2017
GASOLINE,4.73,79,62,Nashville,US,36.144524,-86.667723,TN,7326774,29,Chrysler,200,car,2013
GASOLINE,4.63,129,112,Nashville,US,36.143758,-86.667644,TN,7326774,29,Chevrolet,Sonic,car,2013
GASOLINE,4.75,102,81,Nashville,US,36.144093,-86.667442,TN,7326774,29,Nissan,Versa,car,2012
GASOLINE,4.95,230,199,Nashville,US,36.102231,-86.646142,TN,311958,35,Toyota,Camry,car,2017
GASOLINE,4.69,94,74,Nashville,US,36.144329,-86.668383,TN,7326774,40,Pontiac,Solstice,car,2007
GASOLINE,4.92,29,25,Nashville,US,36.126768,-86.677633,TN,311958,49,BMW,3 Series,car,2015
GASOLINE,5,16,14,goodlettsville,US,36.290552,-86.738067,TN,6642682,39,Hyundai,Tucson,suv,2016
GASOLINE,,0,0,Dickson,US,36.065433,-87.374068,TN,14932786,67,Buick,Regal Sportback,car,2018
GASOLINE,5,7,6,goodlettsville,US,36.291842,-86.737076,TN,6642682,54,Ram,1500,truck,2017
GASOLINE,,0,0,Nashville,US,36.0157,-86.710746,TN,14523830,194,Land Rover,Range Rover,suv,2015
GASOLINE,4.88,22,17,Nashville,US,36.084671,-86.643423,TN,9753934,69,Chevrolet,Camaro,car,2019
ELECTRIC,5,17,15,Brentwood,US,36.024603,-86.787945,TN,624902,198,Tesla,Model S,car,2017
GASOLINE,5,15,14,La Vergne,US,36.024932,-86.583241,TN,622296,59,Ford,Mustang,car,2018
ELECTRIC,4.97,76,67,Nashville,US,36.154764,-86.775611,TN,1332517,109,Tesla,Model 3,car,2019
